age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,workclass2
20,Private,216436,Bachelors,13,Never-married,Sales,Other-relative,Black,Female,0,0,30,United-States,<=50K,Private
29,Local-gov,289991,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,Local-gov
44,Self-emp-not-inc,47818,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,60,United-States,<=50K,Self-emp-not-inc
35,Private,89559,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,55,United-States,<=50K,Private
61,Private,183355,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,Private
29,Private,267989,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K,Private
19,?,217769,Some-college,10,Never-married,?,Own-child,White,Female,594,0,10,United-States,<=50K,?
25,Private,212793,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K,Private
29,Self-emp-not-inc,69132,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,99999,0,60,United-States,>50K,Self-emp-not-inc
55,Private,102058,10th,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,Private
46,Private,58683,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K,Private
17,Private,19752,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,25,United-States,<=50K,Private
24,Private,32732,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,Private
36,Private,114605,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,Private
24,Private,498349,Bachelors,13,Never-married,Transport-moving,Unmarried,Black,Female,0,0,40,United-States,<=50K,Private
52,Private,99682,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,52,Canada,>50K,Private
43,Private,184846,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,60,United-States,<=50K,Private
40,Private,138975,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,56,United-States,<=50K,Private
20,Private,39927,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,8,United-States,<=50K,Private
52,Private,245275,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,<=50K,Private
28,?,424884,10th,6,Separated,?,Not-in-family,White,Male,0,0,30,United-States,<=50K,?
57,Private,134195,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,Private
69,Self-emp-inc,169717,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,6418,0,45,United-States,>50K,Self-emp-inc
47,Self-emp-inc,175958,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,3325,0,60,United-States,<=50K,Self-emp-inc
47,Self-emp-not-inc,162924,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,60,Japan,<=50K,Self-emp-not-inc
42,Private,364832,7th-8th,4,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,Private
45,Local-gov,61885,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,>50K,Local-gov
66,Private,22313,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,<=50K,Private
17,Private,198124,11th,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,Private
19,Private,282698,7th-8th,4,Never-married,Adm-clerical,Own-child,White,Male,0,0,80,United-States,<=50K,Private
48,Private,318331,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,Private
32,Private,299635,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,<=50K,Private
33,Private,122116,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,Private
22,Private,188544,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K,Private
53,Private,290640,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,Germany,>50K,Private
26,Private,84619,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,Private
62,Private,109190,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K,Private
31,Private,209538,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Private
70,Private,170428,Bachelors,13,Widowed,Prof-specialty,Unmarried,White,Female,0,0,20,Puerto-Rico,<=50K,Private
58,Self-emp-not-inc,105592,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,Self-emp-not-inc
24,Private,190968,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K,Private
51,Private,306790,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,Private
82,Private,152148,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K,Private
19,Private,318822,11th,7,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,35,United-States,<=50K,Private
41,Private,190591,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40,Jamaica,<=50K,Private
65,Private,225580,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K,Private
38,Self-emp-inc,99146,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,80,United-States,>50K,Self-emp-inc
46,Private,65353,Some-college,10,Divorced,Transport-moving,Own-child,White,Male,3325,0,55,United-States,<=50K,Private
63,Private,151210,7th-8th,4,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,Private
25,Private,133373,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,Private
28,Private,183175,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,Private
34,Private,167893,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,64,United-States,>50K,Private
49,Private,165152,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K,Private
33,?,335625,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,?
50,Private,143664,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,Private
25,Private,98155,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K,Private
56,Private,134153,10th,6,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,Private
24,Private,32921,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K,Private
26,Private,391349,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,Private
53,Private,48413,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Private
43,Self-emp-not-inc,99203,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Self-emp-not-inc
73,?,89852,1st-4th,2,Married-civ-spouse,?,Husband,White,Male,0,0,40,Portugal,<=50K,?
21,State-gov,181761,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,10,United-States,<=50K,State-gov
38,Self-emp-not-inc,129573,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,Self-emp-not-inc
22,Private,227626,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,Private
39,Self-emp-inc,122742,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K,Self-emp-inc
35,Local-gov,182570,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,Local-gov
44,Private,124924,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Mexico,<=50K,Private
28,Private,312372,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,15024,0,40,United-States,>50K,Private
17,Self-emp-not-inc,60116,10th,6,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,<=50K,Self-emp-not-inc
42,Self-emp-not-inc,54202,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,Self-emp-not-inc
51,Private,82578,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,Canada,>50K,Private
42,Self-emp-not-inc,170721,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,<=50K,Self-emp-not-inc
47,Private,420986,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,Private
40,Private,409922,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,40,United-States,>50K,Private
50,Self-emp-inc,119099,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,99,United-States,>50K,Self-emp-inc
38,Private,162322,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,Private
44,Federal-gov,244054,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,60,United-States,>50K,Federal-gov
51,Self-emp-not-inc,135102,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,<=50K,Self-emp-not-inc
35,Private,146042,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,Private
28,Private,65171,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,70,United-States,<=50K,Private
21,Private,118401,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,<=50K,Private
34,Private,319854,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Taiwan,>50K,Private
33,Private,400416,10th,6,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K,Private
23,State-gov,335453,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,<=50K,State-gov
20,Private,436253,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K,Private
25,Private,159662,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,0,0,26,United-States,>50K,Private
23,Private,216181,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,36,Iran,<=50K,Private
22,Private,130724,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,25,United-States,<=50K,Private
18,Private,268952,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,Private
54,Private,22743,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,60,United-States,>50K,Private
24,Local-gov,134181,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States,<=50K,Local-gov
57,Private,114495,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,Private
29,?,125159,Some-college,10,Never-married,?,Not-in-family,Black,Male,0,0,36,?,<=50K,?
64,Local-gov,96076,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,Local-gov
63,Private,86108,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,6,United-States,<=50K,Private
35,Private,335704,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,Private
37,Private,211494,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,Private
58,State-gov,69579,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K,State-gov
17,Private,178953,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,Private
19,Private,231972,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,Private
35,Private,186934,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,>50K,Private
53,Private,30447,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,<=50K,Private
30,Private,117393,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,Private
37,Private,202683,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K,Private
38,Private,200220,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Private
35,Private,114765,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,Private
28,Private,88419,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,<=50K,Private
40,Federal-gov,73883,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K,Federal-gov
34,Private,199539,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,>50K,Private
19,Private,112432,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,58,United-States,<=50K,Private
69,Self-emp-inc,69209,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3818,0,30,United-States,<=50K,Self-emp-inc
48,Private,167967,HS-grad,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,Private
27,Private,72887,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,Private
35,Self-emp-not-inc,198841,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,Self-emp-not-inc
39,Private,333305,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,45,United-States,>50K,Private
25,?,41107,Bachelors,13,Married-spouse-absent,?,Not-in-family,White,Male,0,0,40,Canada,<=50K,?
40,Private,283724,9th,5,Never-married,Craft-repair,Other-relative,Black,Male,0,0,49,United-States,<=50K,Private
47,Private,252079,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7688,0,44,United-States,>50K,Private
26,Private,330695,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,Private
22,Private,153805,HS-grad,9,Never-married,Other-service,Unmarried,Other,Male,0,0,20,Puerto-Rico,<=50K,Private
33,Private,144949,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K,Private
33,Private,147700,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,United-States,<=50K,Private
51,Self-emp-not-inc,85902,10th,6,Widowed,Transport-moving,Other-relative,White,Female,0,0,40,United-States,<=50K,Self-emp-not-inc
35,Federal-gov,38905,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K,Federal-gov
24,Private,112706,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,<=50K,Private
81,?,89015,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,18,United-States,<=50K,?
27,Private,244402,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K,Private
21,Private,195248,Some-college,10,Never-married,Sales,Own-child,Other,Female,0,0,20,United-States,<=50K,Private
40,Private,241895,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,Private
33,Self-emp-not-inc,131568,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,66,United-States,<=50K,Self-emp-not-inc
22,Private,172766,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,Private
61,Self-emp-inc,134768,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Germany,>50K,Self-emp-inc
46,Private,370119,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,>50K,Private
38,Private,301743,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,Private
52,Private,175714,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,Private
40,Self-emp-not-inc,154076,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,Self-emp-not-inc
51,Private,182187,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,35,United-States,<=50K,Private
26,Private,166051,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,Private
51,Private,200618,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,Private
27,Private,181659,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,Private
17,Private,197850,11th,7,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,24,United-States,<=50K,Private
30,Private,326199,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,2580,0,40,United-States,<=50K,Private
42,Private,99373,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,Private
30,State-gov,242122,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,State-gov
35,Private,112264,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,Private
26,Private,117217,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K,Private
40,Private,173607,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,Private
29,Private,85572,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,42,United-States,>50K,Private
53,Local-gov,181755,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,>50K,Local-gov
24,Private,275421,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,Private
33,Private,520033,12th,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,Private
22,Private,254547,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,0,0,30,Jamaica,<=50K,Private
28,Private,138692,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,Private
28,?,308493,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,17,Honduras,<=50K,?
39,Private,315291,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,Private
43,Private,339767,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,England,>50K,Private
47,Private,196707,Prof-school,15,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,Private
44,Local-gov,58124,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,45,United-States,<=50K,Local-gov
22,Private,211798,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,Private
28,Private,110164,Some-college,10,Divorced,Other-service,Other-relative,Black,Male,0,0,24,United-States,<=50K,Private
36,Private,342642,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,15,United-States,<=50K,Private
36,Private,156352,9th,5,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,Private
25,Private,175540,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K,Private
41,Private,201495,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,Private
56,State-gov,110257,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,State-gov
21,State-gov,140764,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K,State-gov
26,Private,209942,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K,Private
21,Private,254904,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,<=50K,Private
40,Local-gov,188436,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40,United-States,>50K,Local-gov
65,?,117963,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,45,United-States,<=50K,?
25,Private,169905,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,27828,0,40,United-States,>50K,Private
36,Private,150042,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K,Private
51,Private,177705,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K,Private
19,Private,203061,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,25,United-States,<=50K,Private
45,State-gov,208049,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K,State-gov
35,Local-gov,27763,HS-grad,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,Local-gov
54,Private,315804,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,Private
31,Private,34374,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,Private
41,Private,104892,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,2829,0,40,United-States,<=50K,Private
23,Private,334357,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,Private
21,Private,188073,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K,Private
33,Private,75167,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K,Private
28,Private,31801,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,60,United-States,<=50K,Private
58,Self-emp-not-inc,87510,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Self-emp-not-inc
23,Private,109199,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K,Private
84,?,368925,5th-6th,3,Widowed,?,Not-in-family,White,Male,0,0,15,United-States,<=50K,?
21,Private,337766,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,Private
68,Private,185537,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K,Private
39,Private,358837,Some-college,10,Never-married,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K,Private
64,Self-emp-not-inc,219661,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,9,United-States,>50K,Self-emp-not-inc
48,Local-gov,85341,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K,Local-gov
48,Self-emp-not-inc,51620,Bachelors,13,Separated,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,Self-emp-not-inc
30,Self-emp-not-inc,455995,11th,7,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,>50K,Self-emp-not-inc
43,Federal-gov,192712,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,Federal-gov
50,Private,129673,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K,Private
29,Private,235393,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,Private
59,Private,81973,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,Private
44,Private,107218,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,Private
20,Private,194630,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,3781,0,50,United-States,<=50K,Private
23,?,145964,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K,?
38,Private,461337,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,33,United-States,<=50K,Private
37,Private,329980,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,60,United-States,>50K,Private
20,Private,119215,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,Private
90,Private,313749,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,<=50K,Private
54,Federal-gov,35576,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,Federal-gov
45,Private,350440,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,Private
21,?,219835,Assoc-voc,11,Never-married,?,Not-in-family,White,Male,0,0,40,United-States,<=50K,?
21,Private,232577,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Female,0,0,30,United-States,<=50K,Private
36,Private,321733,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1741,40,United-States,<=50K,Private
21,Private,143582,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,0,0,45,United-States,<=50K,Private
38,Self-emp-not-inc,344480,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4064,0,40,United-States,<=50K,Self-emp-not-inc
39,Private,172425,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,Private
32,Private,115989,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,60,United-States,<=50K,Private
44,Local-gov,387770,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,15,United-States,<=50K,Local-gov
41,Private,50122,Assoc-voc,11,Divorced,Sales,Own-child,White,Male,0,0,50,United-States,<=50K,Private
34,Self-emp-inc,215382,Masters,14,Separated,Prof-specialty,Not-in-family,White,Female,4787,0,40,United-States,>50K,Self-emp-inc
20,Private,266015,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,44,United-States,<=50K,Private
25,Private,193051,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,25,United-States,<=50K,Private
52,Private,361875,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K,Private
49,Private,122177,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,80,United-States,<=50K,Private
41,Private,182108,Doctorate,16,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,>50K,Private
43,Private,221172,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States,>50K,Private
42,Private,37869,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,1590,40,United-States,<=50K,Private
41,Private,315834,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,<=50K,Private
20,Private,379525,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K,Private
23,Private,180060,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,<=50K,Private
61,Self-emp-not-inc,219183,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,Self-emp-not-inc
39,Private,167777,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K,Private
